,id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
1121,B0FFLIMI05,A-052(银座商城微山店),建设路与镇中街交汇处银座商城(微山店)B1层,山东省,370000,济宁市,537,微山县,370826,[],室内设施;室内设施;室内设施,[],2022-05-28T14:27:03,117.128015,34.818894,117.1220959016784,34.81960279703937,室内设施,室内设施,室内设施
1122,B0FFLIMI2V,33号(诚信购物中心),文峰路与奎星路交汇处西南角诚信购物中心B1层,山东省,370000,济宁市,537,金乡县,370828,[],室内设施;室内设施;室内设施,[],2022-05-28T14:24:07,116.315976,35.069896,116.310417171068,35.07043788485788,室内设施,室内设施,室内设施
1123,B0FFLMCNZG,G130(万达广场),太白东路55号万达广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:23:52,116.604655,35.408522,116.59936226506584,35.40897658923869,室内设施,室内设施,室内设施
1124,B0FFLIMHZE,A-027(银座商城微山店),建设路与镇中街交汇处银座商城(微山店)B1层,山东省,370000,济宁市,537,微山县,370826,[],室内设施;室内设施;室内设施,[],2022-05-28T14:22:44,117.128138,34.818974,117.12221900064044,34.819682854095035,室内设施,室内设施,室内设施
1125,B0FFLIN8JB,204(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:21:02,116.590182,35.407914,116.58489250389567,35.408368996712,室内设施,室内设施,室内设施
1126,B0FFLIN8MQ,313(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:19:26,116.589425,35.407474,116.58413539378245,35.40792910056763,室内设施,室内设施,室内设施
1127,B0FFM9CIE9,停车位(龙贵购物广场邹城店),太平西路769号龙贵购物广场(邹城店)B2层,山东省,370000,济宁市,537,邹城市,370883,[],室内设施;室内设施;室内设施,[],2022-05-28T14:19:17,116.963862,35.40417,116.95830356664564,35.40454017801426,室内设施,室内设施,室内设施
1128,B0FFLIN8SB,楼梯(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:17:49,116.590255,35.407973,116.58496551114838,35.40842797164338,室内设施,室内设施,室内设施
1129,B0FFLIN8FX,094(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:15:34,116.589974,35.408206,116.58468443552132,35.408660686266934,室内设施,室内设施,室内设施
1130,B0FFLMCNVD,G032(万达广场),太白东路55号万达广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:05:44,116.603945,35.408718,116.59865266761555,35.409172634674654,室内设施,室内设施,室内设施
1131,B0FFM9CDVT,停车位(龙贵购物广场邹城店),太平西路769号龙贵购物广场(邹城店)B2层,山东省,370000,济宁市,537,邹城市,370883,[],室内设施;室内设施;室内设施,[],2022-05-28T14:04:56,116.96399,35.405453,116.95843096784732,35.40582178925628,室内设施,室内设施,室内设施
1132,B0FFLIN86S,244(运河城商业摩尔),共青团路17号桥梁城商业摩尔B3层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:03:15,116.588216,35.408797,116.5829259480802,35.40925053742781,室内设施,室内设施,室内设施
1133,B0FFM9C4YQ,停车位(龙贵购物广场邹城店),太平西路769号龙贵购物广场(邹城店)B2层,山东省,370000,济宁市,537,邹城市,370883,[],室内设施;室内设施;室内设施,[],2022-05-28T14:02:11,116.964205,35.405478,116.95864518196989,35.405846226560506,室内设施,室内设施,室内设施
1134,B0FFLKPXZS,094(红星美凯龙),金宇路99号东升美凯龙F5层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:01:55,116.610038,35.432674,116.60473878270876,35.43310673908228,室内设施,室内设施,室内设施
1135,B0FFM9CB7M,停车位(龙贵购物广场邹城店),太平西路769号龙贵购物广场(邹城店)B2层,山东省,370000,济宁市,537,邹城市,370883,[],室内设施;室内设施;室内设施,[],2022-05-28T14:01:14,116.963811,35.405505,116.95825261336924,35.40587419627078,室内设施,室内设施,室内设施
1136,B0FFLIN8HT,158(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:01:02,116.589773,35.408013,116.584483414703,35.40846777740711,室内设施,室内设施,室内设施
1137,B0FFLIN86A,227(运河城商业摩尔),共青团路17号桥梁城商业摩尔B3层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:00:46,116.589385,35.408811,116.58409525088491,35.40926498046311,室内设施,室内设施,室内设施
1138,B0FFLIN87R,279(运河城商业摩尔),共青团路17号运河城商业摩尔B3层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:00:02,116.589915,35.408059,116.58462543869165,35.408513787921024,室内设施,室内设施,室内设施
1139,B0FFLIN8RI,停车位(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:59:32,116.589432,35.407723,116.58414237042804,35.40817789701129,室内设施,室内设施,室内设施
1140,B0FFLMCNOL,F060(万达广场),太白东路55号万达广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:58:37,116.603111,35.408683,116.59781913273578,35.40913787991558,室内设施,室内设施,室内设施
1141,B0FFLKPXXT,044(红星美凯龙),金宇路99号红星美凯龙F5层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:58:29,116.609203,35.432037,116.60390457491933,35.43247067451073,室内设施,室内设施,室内设施
1142,B0FFLKPY4Q,269(红星美凯龙),金宇路99号红星美凯龙F5层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:57:39,116.609004,35.431078,116.60370583942606,35.431512537022,室内设施,室内设施,室内设施
1143,B0FFLMCNQL,F110(万达广场),太白东路55号万达广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:57:07,116.603394,35.408322,116.59810201641938,35.408777108199416,室内设施,室内设施,室内设施
1144,B0FFLIN8GT,123(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:56:48,116.589271,35.40816,116.58398128978804,35.40861447690254,室内设施,室内设施,室内设施
1145,B0FFLIN859,190(运河城商业摩尔),共青团路17号桥梁城商业摩尔B3层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:55:21,116.589865,35.408498,116.58457538480286,35.40895240796768,室内设施,室内设施,室内设施
1146,B0FFLIN8IY,195(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:54:48,116.589819,35.407906,116.58452943480232,35.40836088174552,室内设施,室内设施,室内设施
1147,B0FFLIMI1F,B-023(银座商城微山店),建设路与镇中街交汇处银座商城(微山店)B1层,山东省,370000,济宁市,537,微山县,370826,[],室内设施;室内设施;室内设施,[],2022-05-28T13:54:44,117.128323,34.818816,117.12240418028186,34.819525234592625,室内设施,室内设施,室内设施
1148,B0FFLMCNT2,F177(万达广场),太白东路55号万达广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:54:41,116.603149,35.408202,116.597857160687,35.40865726829284,室内设施,室内设施,室内设施
1149,B0FFLIN8OQ,377(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:54:31,116.589217,35.407417,116.58392735147156,35.40787207173538,室内设施,室内设施,室内设施
1150,B0FFHWVI3C,楼梯(居然之家),火炬路与红星东路交汇处西南角居然之家B1层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T13:53:31,116.621582,35.41479,116.616271002709,35.41522847173534,室内设施,室内设施,室内设施
